Customer_ID,Age,Income,Gender,Education,City,Region,Signup_Date,Signup_Channel,Churned
168,22,57000.0,Female,Bachelor,Kolonnawa,North,2023-02-01,Referral,0
169,30,19000.0,Male,PhD,Avissawella,East,2023-01-15,Offline,0
170,34,15000.0,Male,Bachelor,Dehiwala,West,2023-05-20,Referral,1
171,67,14000.0,Female,PhD,Wellawatthe,West,2023-05-16,Online,0
172,57,15000.0,Male,PhD,Thimbirigasyaya,West,2023-03-13,Offline,0
173,62,21000.0,Male,Bachelor,Padukka,East,2023-01-12,Offline,0
174,49,26000.0,Female,Master,Kotte,East,2023-03-06,Referral,0
175,46,25000.0,Female,Bachelor,Thimbirigasyaya,West,2023-04-17,Referral,0
176,68,33000.0,Female,High School,Kotte,East,2023-02-11,Offline,0
177,20,22000.0,Male,High School,Malabe,East,2023-04-25,Offline,0
178,57,46000.0,Female,Bachelor,Kesbewa,South,2023-05-19,Offline,0
179,51,19000.0,Male,PhD,Colpetty,North,2023-04-13,Online,1
180,57,86000.0,Female,High School,Dehiwala,West,2023-04-05,Offline,0
181,44,30000.0,Male,High School,Colombo,North,2023-01-17,Online,1
182,30,14000.0,Female,PhD,Aluthkade,North,2023-03-26,Referral,0
183,62,13000.0,Female,PhD,Avissawella,East,2023-02-25,Referral,0
184,50,28000.0,Female,Master,Kottawa,East,2023-05-14,Offline,0
185,23,20000.0,Female,PhD,Kolonnawa,North,2023-03-27,Referral,0
186,41,31000.0,Male,Bachelor,Malabe,East,2023-04-12,Referral,1
187,36,28000.0,Female,Bachelor,Colpetty,North,2023-02-23,Offline,1
188,33,21000.0,Female,Master,Dehiwala,West,2023-04-25,Online,1
189,57,14000.0,Male,High School,Wellawatthe,West,2023-05-19,Offline,1
190,45,10000.0,Female,High School,Aluthkade,North,2023-03-29,Online,1
191,50,18000.0,Male,PhD,Pamankada,West,2023-02-18,Offline,0
192,65,34000.0,Female,Bachelor,Piliyandala,South,2023-05-29,Offline,0
193,58,25000.0,Female,High School,Dehiwala,West,2023-04-25,Referral,1
194,30,12000.0,Female,Master,Union Place,North,2023-03-04,Offline,1
195,60,24000.0,Male,Master,Kesbewa,South,2023-04-14,Offline,0
196,62,27000.0,Female,Bachelor,Thimbirigasyaya,West,2023-03-24,,1
197,42,14000.0,Female,Master,Piliyandala,South,2023-04-13,Referral,0
198,59,24000.0,Female,Master,Union Place,North,2023-01-17,Online,0
199,53,23000.0,Male,Bachelor,Wellawatthe,West,2023-01-06,Online,0
200,44,12000.0,Male,PhD,Union Place,North,2023-05-27,Referral,1
201,55,26000.0,Female,PhD,Colpetty,North,2023-01-28,Referral,1
202,24,29000.0,Male,Master,Dehiwala,West,2023-02-07,Referral,0
203,22,38000.0,Female,PhD,Thimbirigasyaya,West,2023-04-29,Offline,0
204,60,37000.0,Female,PhD,Kolonnawa,North,2023-02-06,Referral,0
205,62,11000.0,Female,Master,Malabe,East,2023-04-25,Referral,1
206,68,14000.0,Female,PhD,Avissawella,East,2023-03-09,Offline,0
207,48,28000.0,Female,Master,Kottawa,East,2023-02-12,Online,0
208,40,28000.0,Female,High School,Kotte,East,2023-02-27,Online,0
209,59,28000.0,Female,Bachelor,Thimbirigasyaya,West,2023-01-13,Offline,0
210,27,151000.0,Male,Bachelor,Malabe,East,2023-02-21,Online,0
211,49,29000.0,Male,PhD,Kesbewa,South,2023-02-27,Offline,1
212,60,39000.0,Male,PhD,Union Place,North,2023-02-01,Online,0
213,47,35000.0,Male,PhD,Wellawatthe,West,2023-04-15,Referral,1
214,56,31000.0,Male,Bachelor,Havelock,West,2023-03-24,Online,0
215,48,19000.0,Male,High School,Polgasowita,South,2023-04-09,Offline,0
216,35,32000.0,Male,High School,Padukka,East,2023-04-14,Online,0
217,53,15000.0,Female,Bachelor,Kotte,East,2023-01-28,Referral,1
218,19,20000.0,Female,High School,Moratuwa,South,2023-05-09,Online,1
219,31,17000.0,Female,Bachelor,Wellawatthe,West,2023-02-17,Referral,1
220,30,23000.0,Female,High School,Dehiwala,West,2023-02-09,Referral,0
221,46,70000.0,Male,Master,Dehiwala,West,2023-04-07,Offline,0
222,29,9000.0,Male,Master,Bambalapitiya,West,2023-04-24,Referral,1
223,56,31000.0,Female,Bachelor,Kotte,East,2023-05-12,Referral,1
224,19,10000.0,Female,High School,Kotte,East,2023-05-17,Online,0
225,49,17000.0,Male,PhD,Havelock,West,2023-04-21,,1
226,30,38000.0,Female,High School,Moratuwa,South,2023-05-24,Referral,0
227,63,23000.0,Female,Master,Colpetty,North,2023-03-17,Referral,0
228,44,13000.0,Female,Master,Moratuwa,South,2023-01-31,Referral,0
229,66,15000.0,Female,High School,Malabe,East,2023-04-29,Offline,0
230,58,31000.0,Male,High School,Colombo,North,2023-05-22,,0
231,34,15000.0,Female,PhD,Kottawa,East,2023-01-25,Referral,0
232,57,25000.0,Female,PhD,Malabe,East,2023-02-03,Referral,0
233,48,23000.0,Male,High School,Dehiwala,West,2023-03-08,Offline,0
234,51,16000.0,Male,High School,Pamankada,West,2023-04-28,Referral,0
235,41,64000.0,Female,High School,Wellawatthe,West,2023-03-14,Offline,1
236,62,30000.0,Male,High School,Dehiwala,West,2023-01-26,Online,0
237,52,8000.0,Female,Bachelor,Thimbirigasyaya,West,2023-05-28,Online,0
238,65,24000.0,Female,High School,Padukka,East,2023-04-14,Referral,0
239,23,16000.0,Male,PhD,Pamankada,West,2023-01-10,Referral,1
240,36,34000.0,Female,Master,Dehiwala,West,2023-03-08,Referral,0
241,47,15000.0,Female,Bachelor,Kottawa,East,2023-01-05,Offline,0
242,24,21000.0,Female,High School,Kottawa,East,2023-01-27,Referral,0
243,27,28000.0,Female,Master,Colpetty,North,2023-04-23,Referral,1
244,58,34000.0,Male,Bachelor,Kesbewa,South,2023-01-15,Online,0
245,49,12000.0,Male,Master,Avissawella,East,2023-04-15,Referral,0
246,51,19000.0,Female,High School,Aluthkade,North,2023-02-13,Online,0
247,45,17000.0,Male,High School,Bambalapitiya,West,2023-01-26,Referral,0
248,32,16000.0,Female,PhD,Polgasowita,South,2023-04-05,Online,1
249,47,53000.0,Female,High School,Piliyandala,South,2023-03-25,Referral,1
250,54,27000.0,Female,High School,Havelock,West,2023-05-20,Online,1
251,46,12000.0,Female,Bachelor,Avissawella,East,2023-05-12,Offline,1
252,39,35000.0,Female,PhD,Wellawatthe,West,2023-03-28,Online,0
253,21,64000.0,Male,Bachelor,Wellawatthe,West,2023-04-22,Online,0
254,37,37000.0,Female,Master,Wellawatthe,West,2023-05-09,Online,1
255,49,10000.0,Male,High School,Colombo,North,2023-03-30,Referral,0
256,53,17000.0,Male,Master,Piliyandala,South,2023-03-07,Referral,1
257,67,42000.0,Female,Bachelor,Dehiwala,West,2023-05-11,Referral,0
258,21,15000.0,Female,High School,Moratuwa,South,2023-05-02,Offline,0
259,44,27000.0,Female,High School,Aluthkade,North,2023-05-29,Offline,1
260,34,32000.0,Female,Bachelor,Union Place,North,2023-03-25,Online,1
261,29,14000.0,Female,Bachelor,Avissawella,East,2023-04-26,Offline,1
262,39,21000.0,Male,Bachelor,Kottawa,East,2023-04-26,Online,0
263,34,4000.0,Female,Bachelor,Padukka,East,2023-02-07,Online,1
264,27,13000.0,Female,Bachelor,Bambalapitiya,West,2023-05-23,Online,0
265,18,19000.0,Male,High School,Pamankada,West,2023-04-20,Online,0
266,39,12000.0,Male,Bachelor,Malabe,East,2023-02-15,Referral,1
267,43,50000.0,Female,High School,Aluthkade,North,2023-01-25,Offline,1
268,35,11000.0,Male,High School,Ratmalana,South,2023-01-21,Online,0
269,67,18000.0,Female,Bachelor,Ratmalana,South,2023-05-01,Online,1
270,31,24000.0,Male,Bachelor,Thimbirigasyaya,West,2023-05-02,Offline,0
271,64,45000.0,Male,PhD,Bambalapitiya,West,2023-05-13,Online,0
272,46,11000.0,Female,High School,Kotte,East,2023-03-11,Online,0
273,29,39000.0,Male,Bachelor,Kolonnawa,North,2023-04-23,Offline,1
274,53,22000.0,Male,Bachelor,Polgasowita,South,2023-04-17,Offline,0
275,52,13000.0,Male,Bachelor,Aluthkade,North,2023-04-22,Offline,1
276,69,28000.0,Male,PhD,Kottawa,East,2023-04-18,Offline,0
277,29,24000.0,Male,PhD,Aluthkade,North,2023-02-16,Online,1
278,24,16000.0,Male,Master,Dehiwala,West,2023-04-01,Referral,0
279,46,23000.0,Female,High School,Pamankada,West,2023-01-18,Referral,1
280,28,18000.0,Female,Master,Piliyandala,South,2023-05-29,Offline,0
281,50,23000.0,Male,Bachelor,Wellawatthe,West,2023-04-14,Referral,1
282,23,31000.0,Female,PhD,Piliyandala,South,2023-02-09,Online,1
283,64,49000.0,Female,PhD,Kesbewa,South,2023-05-18,Referral,1
284,32,12000.0,Female,Master,Kesbewa,South,2023-03-30,Online,0
285,49,64000.0,Male,PhD,Aluthkade,North,2023-03-02,Offline,1
286,68,8000.0,Female,Bachelor,Colombo,North,2023-01-05,Offline,0
287,28,20000.0,Male,PhD,Colpetty,North,2023-05-02,Online,1
288,40,30000.0,Female,Master,Union Place,North,2023-02-24,Referral,1
289,43,25000.0,Male,Bachelor,Colombo,North,2023-02-06,Offline,0
290,51,16000.0,Male,Master,Kottawa,East,2023-02-25,Offline,0
291,63,20000.0,Female,PhD,Union Place,North,2023-04-12,Referral,0
292,51,17000.0,Female,Master,Avissawella,East,2023-04-03,Referral,0
293,46,16000.0,Male,Master,Piliyandala,South,2023-03-14,Online,1
294,21,34000.0,Female,High School,Piliyandala,South,2023-02-28,Referral,0
295,34,26000.0,Female,PhD,Union Place,North,2023-01-02,Referral,0
296,52,16000.0,Female,PhD,Polgasowita,South,2023-04-14,Referral,0
297,30,35000.0,Male,Master,Colombo,North,2023-02-20,Online,0
298,58,26000.0,Male,High School,Colpetty,North,2023-01-30,Online,0
299,56,33000.0,Female,PhD,Aluthkade,North,2023-01-11,Offline,1
300,32,30000.0,Female,Bachelor,Kolonnawa,North,2023-04-18,Online,0
301,46,15000.0,Female,Master,Piliyandala,South,2023-03-17,Offline,1
302,46,17000.0,Male,PhD,Polgasowita,South,2023-03-31,Referral,0
303,28,32000.0,Male,Bachelor,Kolonnawa,North,2023-05-03,Offline,0
304,69,30000.0,Female,PhD,Padukka,East,2023-05-05,Offline,1
305,49,22000.0,Female,Bachelor,Padukka,East,2023-05-02,Referral,0
306,19,23000.0,Female,Master,Colpetty,North,2023-04-04,Online,0
307,64,42000.0,Female,PhD,Moratuwa,South,2023-04-13,Online,0
308,31,16000.0,Female,PhD,Malabe,East,2023-01-31,Online,0
309,37,29000.0,Female,High School,Aluthkade,North,2023-02-21,Online,0
310,39,20000.0,Male,Master,Piliyandala,South,2023-03-30,Online,0
311,28,20000.0,Female,Bachelor,Aluthkade,North,2023-03-17,Offline,0
312,44,38000.0,Male,PhD,Padukka,East,2023-05-09,Offline,0
313,20,33000.0,Female,PhD,Avissawella,East,2023-01-22,Referral,0
314,34,33000.0,Female,Bachelor,Avissawella,East,2023-02-09,Offline,0
315,61,42000.0,Male,Master,Kolonnawa,North,2023-04-11,Offline,0
316,45,22000.0,Male,High School,Avissawella,East,2023-04-21,Offline,0
317,46,31000.0,Male,High School,Dehiwala,West,2023-05-09,Referral,1
318,38,19000.0,Male,PhD,Moratuwa,South,2023-03-06,Online,0
319,64,26000.0,Female,Bachelor,Bambalapitiya,West,2023-05-29,Offline,1
320,33,21000.0,Male,PhD,Kolonnawa,North,2023-03-20,Referral,0
321,54,23000.0,Female,Bachelor,Piliyandala,South,2023-01-22,Referral,1
322,37,30000.0,Male,High School,Wellawatthe,West,2023-04-09,Referral,0
323,23,15000.0,Female,Master,Kolonnawa,North,2023-01-08,Online,1
324,36,63000.0,Female,Bachelor,Ratmalana,South,2023-01-17,Offline,1
325,22,13000.0,Female,High School,Bambalapitiya,West,2023-01-17,,0
326,20,12000.0,Female,PhD,Moratuwa,South,2023-03-31,Online,1
327,18,39000.0,Female,Bachelor,Kolonnawa,North,2023-05-21,Online,0
328,55,33000.0,Female,Master,Kolonnawa,North,2023-05-25,Referral,0
329,32,30000.0,Male,PhD,Avissawella,East,2023-03-22,Referral,1
330,51,30000.0,Female,PhD,Kottawa,East,2023-03-19,Referral,1
331,52,22000.0,Male,High School,Kolonnawa,North,2023-01-06,Referral,0
332,66,14000.0,Male,Bachelor,Kesbewa,South,2023-04-20,Online,0
333,42,23000.0,Female,PhD,Aluthkade,North,2023-01-14,Offline,1
334,41,16000.0,Male,Master,Piliyandala,South,2023-03-13,Offline,1
335,29,36000.0,Female,Bachelor,Padukka,East,2023-05-23,Offline,1
336,35,20000.0,Male,Master,Kesbewa,South,2023-02-23,Offline,1
337,32,15000.0,Female,PhD,Thimbirigasyaya,West,2023-01-27,Online,0
338,61,19000.0,Male,Master,Kesbewa,South,2023-01-13,Online,1
339,33,27000.0,Female,High School,Colombo,North,2023-03-01,Online,0
340,44,17000.0,Female,Master,Wellawatthe,West,2023-01-06,Referral,0
341,25,15000.0,Female,Bachelor,Polgasowita,South,2023-02-27,Referral,0
342,63,25000.0,Female,Master,Thimbirigasyaya,West,2023-02-18,Referral,0
343,42,25000.0,Male,Master,Avissawella,East,2023-01-26,Offline,0
344,34,17000.0,Female,High School,Thimbirigasyaya,West,2023-02-16,Referral,1
345,46,17000.0,Male,Master,Dehiwala,West,2023-01-05,Offline,0
346,25,25000.0,Male,Master,Thimbirigasyaya,West,2023-01-20,Referral,0
347,32,11000.0,Male,PhD,Dehiwala,West,2023-05-14,Offline,1
348,44,11000.0,Female,PhD,Wellawatthe,West,2023-02-28,Referral,0
349,63,15000.0,Male,Bachelor,Ratmalana,South,2023-05-26,Referral,0
350,67,20000.0,Male,PhD,Ratmalana,South,2023-05-12,Online,0
351,69,26000.0,Male,PhD,Colpetty,North,2023-01-17,,1
352,24,46000.0,Female,PhD,Piliyandala,South,2023-01-14,Referral,0
353,20,34000.0,Female,PhD,Havelock,West,2023-01-13,Online,0
354,46,20000.0,Male,High School,Havelock,West,2023-05-15,Offline,0
355,61,22000.0,Female,PhD,Pamankada,West,2023-05-08,Online,0
356,41,13000.0,Female,High School,Padukka,East,2023-02-13,Online,0
357,20,22000.0,Male,High School,Pamankada,West,2023-04-29,Offline,0
358,37,19000.0,Male,PhD,Padukka,East,2023-05-23,Referral,0
359,63,26000.0,Female,Master,Havelock,West,2023-01-19,Offline,1
360,32,15000.0,Male,High School,Thimbirigasyaya,West,2023-03-04,Referral,0
361,42,29000.0,Female,Master,Kottawa,East,2023-03-22,Referral,0
362,47,47000.0,Female,Master,Colpetty,North,2023-05-27,Offline,0
363,31,21000.0,Female,PhD,Avissawella,East,2023-05-28,Online,0
364,24,27000.0,Female,Bachelor,Piliyandala,South,2023-04-10,Offline,1
365,34,31000.0,Female,PhD,Pamankada,West,2023-05-02,Referral,0
366,61,18000.0,Female,Bachelor,Kotte,East,2023-02-13,Offline,0
367,37,25000.0,Male,Bachelor,Padukka,East,2023-04-14,Offline,1
368,53,22000.0,Male,PhD,Kolonnawa,North,2023-03-02,Referral,0
369,26,23000.0,Female,PhD,Pamankada,West,2023-05-05,Online,0
370,55,15000.0,Female,Bachelor,Kolonnawa,North,2023-05-25,Offline,0
371,65,22000.0,Female,PhD,Malabe,East,2023-03-12,Referral,0
372,39,28000.0,Male,Bachelor,Polgasowita,South,2023-04-17,Referral,0
