Customer_ID,Age,Income,Gender,Education,Region,Signup_Date,Churned
70,54,16000.0,Female,Master,East,2023-04-05,0
71,42,26000.0,Male,Master,West,2023-03-11,1
72,65,48000.0,Female,High School,South,2023-01-16,0
73,18,22000.0,Male,PhD,East,2023-03-09,0
74,63,48000.0,Male,Bachelor,North,2023-04-09,1
75,32,6000.0,Female,High School,South,2023-02-17,0
76,26,33000.0,Female,High School,North,2023-03-05,1
77,32,23000.0,Female,High School,South,2023-03-31,1
78,66,19000.0,Male,Bachelor,East,2023-03-17,0
79,41,23000.0,Male,PhD,West,2023-05-19,0
80,21,8000.0,Female,PhD,South,2023-04-11,1
81,29,20000.0,Female,PhD,West,2023-03-30,1
82,54,26000.0,Female,Master,South,2023-01-18,1
83,54,46000.0,Female,Master,North,2023-01-19,1
84,60,17000.0,Male,Master,North,2023-02-24,1
85,23,15000.0,Female,Bachelor,South,2023-04-12,1
86,56,17000.0,Male,Master,West,2023-04-28,0
87,63,35000.0,Male,Bachelor,East,2023-05-14,0
88,41,26000.0,Female,PhD,East,2023-01-04,0
89,28,17000.0,Female,Master,North,2023-04-18,0
90,30,28000.0,Female,Master,East,2023-04-25,0
91,51,23000.0,Male,High School,North,2023-01-29,0
92,42,36000.0,Female,Bachelor,East,2023-02-28,1
93,24,16000.0,Female,PhD,South,2023-05-05,0
94,69,19000.0,Male,High School,North,2023-04-08,0
95,21,18000.0,Female,High School,North,2023-01-17,0
96,25,11000.0,Male,PhD,South,2023-04-17,0
97,37,26000.0,Female,High School,North,2023-02-12,0
98,46,25000.0,Male,Bachelor,East,2023-03-21,0
99,68,22000.0,Female,Bachelor,East,2023-01-08,0
100,62,20000.0,Female,Master,North,2023-05-21,1
101,63,11000.0,Male,High School,East,2023-04-16,1
102,27,18000.0,Male,Master,West,2023-01-08,1
103,60,19000.0,Female,High School,North,2023-04-06,1
104,51,15000.0,Male,Bachelor,South,2023-04-04,0
105,43,20000.0,Male,Bachelor,West,2023-03-06,1
106,58,27000.0,Male,Bachelor,North,2023-02-08,1
107,66,57000.0,Male,High School,South,2023-03-22,0
108,20,24000.0,Female,Bachelor,East,2023-03-25,1
109,23,25000.0,Female,High School,South,2023-03-29,0
110,22,21000.0,Male,Master,West,2023-03-27,1
111,22,8000.0,Male,High School,East,2023-04-03,1
112,64,22000.0,Male,Master,North,2023-03-27,0
113,40,23000.0,Male,High School,East,2023-02-13,1
114,66,75000.0,Female,Master,North,2023-05-17,1
115,26,20000.0,Female,Bachelor,North,2023-03-15,1
116,52,26000.0,Male,Master,South,2023-02-05,0
117,37,22000.0,Male,Bachelor,South,2023-04-11,1
118,66,12000.0,Male,Bachelor,South,2023-04-14,0
119,59,39000.0,Female,Master,West,2023-03-07,0
120,52,32000.0,Male,High School,West,2023-02-24,0
121,67,33000.0,Female,High School,South,2023-04-01,1
122,35,14000.0,Male,PhD,West,2023-01-22,1
123,34,44000.0,Female,High School,East,2023-04-11,1
124,41,11000.0,Male,PhD,East,2023-05-01,1
125,20,30000.0,Female,High School,West,2023-04-03,0
126,49,66000.0,Male,High School,West,2023-04-18,0
127,52,13000.0,Male,Bachelor,East,2023-05-21,0
128,55,17000.0,Male,PhD,North,2023-01-10,0
129,30,23000.0,Female,High School,East,2023-01-09,0
130,64,17000.0,Male,PhD,East,2023-02-03,0
131,42,10000.0,Female,Bachelor,West,2023-05-09,0
132,26,23000.0,Female,Bachelor,East,2023-03-30,0
133,21,13000.0,Male,PhD,West,2023-04-03,0
134,31,28000.0,Male,Bachelor,West,2023-03-12,0
135,54,14000.0,Male,Master,South,2023-03-08,1
136,51,48000.0,Female,Master,East,2023-05-28,1
137,28,15000.0,Male,Bachelor,North,2023-04-27,1
138,58,19000.0,Female,Master,South,2023-04-04,0
139,20,33000.0,Female,High School,West,2023-04-09,0
140,45,12000.0,Male,PhD,West,2023-04-23,1
141,46,25000.0,Male,High School,North,2023-04-13,0
142,26,42000.0,Male,PhD,West,2023-04-01,0
143,20,10000.0,Male,Bachelor,East,2023-03-31,0
144,42,24000.0,Male,High School,South,2023-01-17,0
145,51,25000.0,Male,Bachelor,West,2023-01-18,0
146,29,33000.0,Female,Bachelor,West,2023-04-26,0
147,59,12000.0,Female,PhD,North,2023-04-03,1
148,26,11000.0,Female,PhD,East,2023-04-01,0
149,32,29000.0,Male,PhD,West,2023-03-23,0
150,57,26000.0,Female,High School,North,2023-03-09,1
151,42,25000.0,Female,Master,West,2023-04-24,0
152,22,26000.0,Female,PhD,North,2023-01-01,0
153,28,16000.0,Female,PhD,North,2023-02-27,1
154,51,25000.0,Female,High School,East,2023-04-19,0
155,41,26000.0,Male,PhD,West,2023-05-28,0
156,32,15000.0,Male,High School,East,2023-04-26,0
157,55,56000.0,Female,Bachelor,North,2023-03-28,0
158,25,28000.0,Female,PhD,South,2023-01-10,0
159,22,12000.0,Female,PhD,West,2023-02-28,1
160,65,31000.0,Male,Bachelor,South,2023-02-10,0
161,43,14000.0,Male,Bachelor,West,2023-04-15,0
162,35,33000.0,Female,Bachelor,East,2023-05-13,0
163,23,39000.0,Male,PhD,East,2023-05-02,0
164,54,15000.0,Male,Master,East,2023-05-25,1
165,65,36000.0,Female,Master,East,2023-01-22,0
166,30,27000.0,Male,Master,East,2023-04-08,0
167,45,33000.0,Male,PhD,South,2023-03-09,0
168,22,57000.0,Female,Bachelor,East,2023-05-19,0
169,30,19000.0,Male,PhD,North,2023-02-25,0
170,34,15000.0,Male,Bachelor,North,2023-05-29,1
171,67,14000.0,Female,PhD,South,2023-04-09,0
172,57,15000.0,Male,PhD,West,2023-03-17,0
173,62,21000.0,Male,Bachelor,North,2023-01-26,0
174,49,26000.0,Female,Master,West,2023-04-25,1
175,46,25000.0,Female,Bachelor,South,2023-05-27,0
176,68,33000.0,Female,High School,West,2023-04-19,1
177,20,22000.0,Male,High School,West,2023-02-16,1
178,57,46000.0,Female,Bachelor,West,2023-03-12,1
179,51,19000.0,Male,PhD,West,2023-02-09,0
180,57,86000.0,Female,High School,South,2023-05-13,0
181,44,30000.0,Male,High School,North,2023-05-29,1
182,30,14000.0,Female,PhD,East,2023-05-12,1
183,62,13000.0,Female,PhD,West,2023-01-23,1
184,50,28000.0,Female,Master,North,2023-04-16,0
185,23,20000.0,Female,PhD,North,2023-03-25,0
186,41,31000.0,Male,Bachelor,South,2023-05-23,0
187,36,28000.0,Female,Bachelor,North,2023-04-26,1
188,33,21000.0,Female,Master,South,2023-04-19,0
189,57,14000.0,Male,High School,West,2023-05-16,0
190,45,10000.0,Female,High School,West,2023-02-10,1
191,50,18000.0,Male,PhD,East,2023-04-22,0
192,65,34000.0,Female,Bachelor,East,2023-05-27,1
193,58,25000.0,Female,High School,East,2023-04-22,0
194,30,12000.0,Female,Master,North,2023-04-13,0
195,60,24000.0,Male,Master,West,2023-02-15,0
196,62,27000.0,Female,Bachelor,South,2023-03-09,1
197,42,14000.0,Female,Master,East,2023-05-02,0
198,59,24000.0,Female,Master,South,2023-01-15,0
199,53,23000.0,Male,Bachelor,South,2023-05-09,1
200,44,12000.0,Male,PhD,East,2023-04-21,0
201,55,26000.0,Female,PhD,West,2023-01-24,0
202,24,29000.0,Male,Master,East,2023-01-27,0
203,22,38000.0,Female,PhD,South,2023-02-09,0
204,60,37000.0,Female,PhD,East,2023-01-24,1
205,62,11000.0,Female,Master,South,2023-01-24,0
206,68,14000.0,Female,PhD,South,2023-01-04,0
207,48,28000.0,Female,Master,East,2023-03-08,0
208,40,28000.0,Female,High School,North,2023-02-03,1
209,59,28000.0,Female,Bachelor,East,2023-04-26,0
210,27,151000.0,Male,Bachelor,North,2023-01-23,0
211,49,29000.0,Male,PhD,South,2023-04-19,0
212,60,39000.0,Male,PhD,South,2023-03-10,0
213,47,35000.0,Male,PhD,North,2023-04-05,0
214,56,31000.0,Male,Bachelor,South,2023-03-03,0
215,48,19000.0,Male,High School,North,2023-02-26,1
216,35,32000.0,Male,High School,North,2023-02-23,0
217,53,15000.0,Female,Bachelor,South,2023-03-11,1
218,19,20000.0,Female,High School,West,2023-04-11,1
219,31,17000.0,Female,Bachelor,North,2023-02-26,0
220,30,23000.0,Female,High School,East,2023-05-18,0
221,46,70000.0,Male,Master,East,2023-05-15,0
222,29,9000.0,Male,Master,South,2023-04-13,1
223,56,31000.0,Female,Bachelor,West,2023-03-26,0
224,19,10000.0,Female,High School,South,2023-03-02,0
225,49,17000.0,Male,PhD,West,2023-01-03,0
226,30,38000.0,Female,High School,North,2023-05-08,1
227,63,23000.0,Female,Master,North,2023-03-27,1
228,44,13000.0,Female,Master,North,2023-02-16,0
229,66,15000.0,Female,High School,North,2023-03-17,1
230,58,31000.0,Male,High School,East,2023-02-07,0
231,34,15000.0,Female,PhD,East,2023-05-21,0
232,57,25000.0,Female,PhD,South,2023-03-28,1
233,48,23000.0,Male,High School,West,2023-02-27,0
234,51,16000.0,Male,High School,North,2023-02-19,0
235,41,64000.0,Female,High School,North,2023-01-30,0
236,62,30000.0,Male,High School,West,2023-04-11,1
237,52,8000.0,Female,Bachelor,West,2023-01-25,1
238,65,24000.0,Female,High School,South,2023-04-22,1
239,23,16000.0,Male,PhD,West,2023-05-06,1
240,36,34000.0,Female,Master,North,2023-05-03,0
241,47,15000.0,Female,Bachelor,North,2023-02-16,0
242,24,21000.0,Female,High School,North,2023-04-28,0
243,27,28000.0,Female,Master,North,2023-02-08,0
244,58,34000.0,Male,Bachelor,North,2023-01-16,0
245,49,12000.0,Male,Master,South,2023-01-22,1
246,51,19000.0,Female,High School,North,2023-02-23,0
247,45,17000.0,Male,High School,South,2023-05-29,0
248,32,16000.0,Female,PhD,North,2023-01-16,0
249,47,53000.0,Female,High School,East,2023-02-28,0
250,54,27000.0,Female,High School,East,2023-01-31,1
251,46,12000.0,Female,Bachelor,East,2023-02-01,0
252,39,35000.0,Female,PhD,East,2023-01-09,0
253,21,64000.0,Male,Bachelor,South,2023-05-19,1
254,37,37000.0,Female,Master,South,2023-01-10,0
255,49,10000.0,Male,High School,West,2023-01-17,0
256,53,17000.0,Male,Master,North,2023-03-09,0
257,67,42000.0,Female,Bachelor,East,2023-02-17,0
258,21,15000.0,Female,High School,South,2023-04-21,1
259,44,27000.0,Female,High School,North,2023-05-03,1
260,34,32000.0,Female,Bachelor,North,2023-05-29,0
261,29,14000.0,Female,Bachelor,South,2023-04-11,1
262,39,21000.0,Male,Bachelor,East,2023-04-12,0
263,34,4000.0,Female,Bachelor,West,2023-03-06,0
264,27,13000.0,Female,Bachelor,North,2023-02-20,0
265,18,19000.0,Male,High School,West,2023-02-05,0
266,39,12000.0,Male,Bachelor,East,2023-03-22,0
267,43,50000.0,Female,High School,East,2023-05-07,1
268,35,11000.0,Male,High School,West,2023-03-29,1
269,67,18000.0,Female,Bachelor,East,2023-04-14,0
270,31,24000.0,Male,Bachelor,North,2023-01-15,0
271,64,45000.0,Male,PhD,West,2023-04-06,0
272,46,11000.0,Female,High School,East,2023-05-03,0
273,29,39000.0,Male,Bachelor,West,2023-01-01,0
274,53,22000.0,Male,Bachelor,North,2023-05-02,0
275,52,13000.0,Male,Bachelor,East,2023-05-06,1
276,69,28000.0,Male,PhD,North,2023-02-26,0
277,29,24000.0,Male,PhD,East,2023-03-22,0
278,24,16000.0,Male,Master,South,2023-03-14,0
279,46,23000.0,Female,High School,East,2023-05-21,0
280,28,18000.0,Female,Master,West,2023-03-11,0
281,50,23000.0,Male,Bachelor,East,2023-01-06,1
282,23,31000.0,Female,PhD,North,2023-03-25,0
283,64,49000.0,Female,PhD,North,2023-02-21,1
284,32,12000.0,Female,Master,East,2023-01-03,0
285,49,64000.0,Male,PhD,West,2023-03-22,0
286,68,8000.0,Female,Bachelor,South,2023-03-04,0
287,28,20000.0,Male,PhD,West,2023-02-18,1
288,40,30000.0,Female,Master,South,2023-03-17,0
289,43,25000.0,Male,Bachelor,North,2023-04-22,1
290,51,16000.0,Male,Master,West,2023-04-19,0
291,63,20000.0,Female,PhD,South,2023-03-06,1
292,51,17000.0,Female,Master,East,2023-03-22,0
293,46,16000.0,Male,Master,North,2023-01-15,1
294,21,34000.0,Female,High School,East,2023-04-10,0
295,34,26000.0,Female,PhD,North,2023-02-01,1
296,52,16000.0,Female,PhD,West,2023-04-06,0
297,30,35000.0,Male,Master,West,2023-05-08,0
298,58,26000.0,Male,High School,North,2023-05-26,0
299,56,33000.0,Female,PhD,North,2023-04-23,1
300,32,30000.0,Female,Bachelor,North,2023-03-24,0
301,46,15000.0,Female,Master,West,2023-02-12,1
302,46,17000.0,Male,PhD,South,2023-04-26,0
303,28,32000.0,Male,Bachelor,East,2023-03-19,0
304,69,30000.0,Female,PhD,East,2023-02-27,0
305,49,22000.0,Female,Bachelor,West,2023-02-02,1
306,19,23000.0,Female,Master,East,2023-01-14,1
307,64,42000.0,Female,PhD,North,2023-05-12,1
308,31,16000.0,Female,PhD,South,2023-02-28,0
309,37,29000.0,Female,High School,East,2023-03-24,1
310,39,20000.0,Male,Master,South,2023-05-14,1
311,28,20000.0,Female,Bachelor,North,2023-05-01,0
312,44,38000.0,Male,PhD,East,2023-03-24,1
313,20,33000.0,Female,PhD,West,2023-01-27,1
314,34,33000.0,Female,Bachelor,South,2023-03-21,1
315,61,42000.0,Male,Master,North,2023-05-14,1
316,45,22000.0,Male,High School,South,2023-01-13,0
317,46,31000.0,Male,High School,East,2023-03-05,0
318,38,19000.0,Male,PhD,East,2023-05-27,1
319,64,26000.0,Female,Bachelor,West,2023-03-21,0
320,33,21000.0,Male,PhD,North,2023-05-03,1
321,54,23000.0,Female,Bachelor,North,2023-02-12,1
322,37,30000.0,Male,High School,West,2023-03-30,1
323,23,15000.0,Female,Master,West,2023-05-28,1
324,36,63000.0,Female,Bachelor,North,2023-04-05,0
325,22,13000.0,Female,High School,South,2023-01-02,0
326,20,12000.0,Female,PhD,South,2023-04-30,0
327,18,39000.0,Female,Bachelor,West,2023-01-22,0
328,55,33000.0,Female,Master,South,2023-04-25,0
329,32,30000.0,Male,PhD,North,2023-02-26,0
330,51,30000.0,Female,PhD,East,2023-03-13,1
331,52,22000.0,Male,High School,East,2023-01-07,1
332,66,14000.0,Male,Bachelor,South,2023-04-29,0
333,42,23000.0,Female,PhD,West,2023-04-24,0
334,41,16000.0,Male,Master,West,2023-01-16,1
335,29,36000.0,Female,Bachelor,West,2023-03-24,0
336,35,20000.0,Male,Master,West,2023-03-13,0
337,32,15000.0,Female,PhD,West,2023-05-04,0
338,61,19000.0,Male,Master,South,2023-04-23,0
339,33,27000.0,Female,High School,East,2023-01-12,0
340,44,17000.0,Female,Master,East,2023-05-06,1
341,25,15000.0,Female,Bachelor,South,2023-02-22,0
342,63,25000.0,Female,Master,West,2023-03-16,0
343,42,25000.0,Male,Master,South,2023-05-13,0
344,34,17000.0,Female,High School,East,2023-01-27,0
345,46,17000.0,Male,Master,North,2023-05-20,1
346,25,25000.0,Male,Master,South,2023-05-25,1
347,32,11000.0,Male,PhD,West,2023-05-14,1
348,44,11000.0,Female,PhD,East,2023-04-07,0
349,63,15000.0,Male,Bachelor,East,2023-01-05,1
350,67,20000.0,Male,PhD,East,2023-02-26,1
351,69,26000.0,Male,PhD,East,2023-03-19,1
352,24,46000.0,Female,PhD,West,2023-03-10,0
353,20,34000.0,Female,PhD,North,2023-04-28,0
354,46,20000.0,Male,High School,East,2023-04-30,0
355,61,22000.0,Female,PhD,South,2023-02-28,1
356,41,13000.0,Female,High School,North,2023-02-02,0
357,20,22000.0,Male,High School,East,2023-03-03,0
358,37,19000.0,Male,PhD,North,2023-02-19,1
359,63,26000.0,Female,Master,South,2023-04-22,1
360,32,15000.0,Male,High School,East,2023-01-19,1
361,42,29000.0,Female,Master,South,2023-05-03,0
362,47,47000.0,Female,Master,West,2023-02-16,1
363,31,21000.0,Female,PhD,East,2023-02-02,0
364,24,27000.0,Female,Bachelor,East,2023-05-21,0
365,34,31000.0,Female,PhD,East,2023-03-25,0
366,61,18000.0,Female,Bachelor,East,2023-05-15,0
367,37,25000.0,Male,Bachelor,West,2023-03-20,0
368,53,22000.0,Male,PhD,East,2023-01-14,1
369,26,23000.0,Female,PhD,North,2023-05-27,0
370,55,15000.0,Female,Bachelor,East,2023-05-08,1
371,65,22000.0,Female,PhD,West,2023-02-23,0
372,39,28000.0,Male,Bachelor,East,2023-05-28,0
373,19,46000.0,Female,Master,North,2023-01-29,0
374,41,36000.0,Male,PhD,West,2023-01-24,0
375,25,65000.0,Female,Master,West,2023-03-23,0
376,28,15000.0,Female,High School,North,2023-03-04,0
377,30,34000.0,Male,Master,North,2023-04-15,0
378,34,24000.0,Male,Master,North,2023-02-26,0
379,25,66000.0,Female,Bachelor,North,2023-05-16,0
380,38,15000.0,Female,Master,North,2023-03-03,1
381,35,14000.0,Female,PhD,West,2023-01-17,0
382,47,16000.0,Male,Bachelor,West,2023-03-07,1
383,35,8000.0,Male,High School,East,2023-01-06,1
384,63,17000.0,Male,PhD,East,2023-02-27,1
385,64,15000.0,Male,High School,South,2023-03-10,1
386,48,24000.0,Male,Master,East,2023-03-03,0
387,55,26000.0,Male,PhD,East,2023-03-23,1
388,49,56000.0,Female,PhD,North,2023-03-12,1
389,28,35000.0,Female,High School,North,2023-05-11,0
390,62,17000.0,Male,PhD,East,2023-01-10,0
391,42,14000.0,Female,PhD,South,2023-04-08,0
392,50,28000.0,Female,PhD,North,2023-03-30,1
393,55,11000.0,Male,Master,East,2023-02-04,1
394,58,55000.0,Female,High School,East,2023-01-02,0
395,25,40000.0,Male,PhD,West,2023-05-04,0
396,28,17000.0,Male,Bachelor,South,2023-01-24,0
397,39,9000.0,Female,Bachelor,West,2023-03-15,0
398,68,43000.0,Male,Bachelor,South,2023-01-22,1
399,41,21000.0,Male,Bachelor,North,2023-02-08,0
400,58,41000.0,Male,Master,South,2023-01-20,0
401,34,10000.0,Male,PhD,East,2023-02-10,0
402,29,16000.0,Male,High School,East,2023-05-28,1
403,63,22000.0,Male,PhD,South,2023-04-18,0
404,49,23000.0,Male,Master,South,2023-05-27,1
405,32,18000.0,Male,Bachelor,South,2023-03-25,0
406,33,30000.0,Female,Master,West,2023-04-21,0
407,39,13000.0,Female,PhD,South,2023-03-07,0
408,45,21000.0,Female,High School,North,2023-02-22,0
409,37,23000.0,Male,Master,West,2023-02-03,0
410,50,28000.0,Male,High School,West,2023-05-30,1
411,27,31000.0,Female,Master,South,2023-03-08,1
412,57,13000.0,Female,High School,North,2023-05-14,1
413,49,10000.0,Female,High School,West,2023-01-27,0
414,67,42000.0,Male,Bachelor,East,2023-01-10,1
415,50,26000.0,Female,High School,West,2023-03-14,0
416,19,15000.0,Female,Bachelor,South,2023-04-06,0
417,50,48000.0,Male,PhD,North,2023-02-17,0
418,50,23000.0,Female,PhD,South,2023-03-11,0
419,58,40000.0,Male,Bachelor,East,2023-04-10,1
420,30,23000.0,Male,Bachelor,East,2023-02-28,0
421,47,62000.0,Male,Master,East,2023-01-02,0
422,50,53000.0,Female,Master,South,2023-03-06,1
423,30,19000.0,Female,Master,West,2023-03-24,0
424,69,36000.0,Male,PhD,South,2023-01-10,0
425,43,30000.0,Female,Master,North,2023-02-22,0
426,39,44000.0,Female,High School,West,2023-03-20,1
427,56,14000.0,Female,High School,East,2023-02-28,1
428,19,31000.0,Female,Master,South,2023-05-30,0
429,55,37000.0,Male,High School,East,2023-02-17,0
430,56,9000.0,Female,PhD,East,2023-05-29,0
431,43,12000.0,Male,High School,North,2023-05-03,1
432,63,8000.0,Male,PhD,West,2023-01-22,0
433,67,19000.0,Female,Bachelor,North,2023-04-10,0
434,32,32000.0,Male,Bachelor,North,2023-04-08,0
435,51,47000.0,Female,Bachelor,North,2023-01-25,0
436,59,23000.0,Female,Bachelor,East,2023-01-28,0
437,61,50000.0,Male,High School,North,2023-04-23,1
438,66,11000.0,Male,Master,North,2023-02-14,0
439,57,9000.0,Male,High School,West,2023-03-09,0
440,28,21000.0,Male,PhD,West,2023-01-07,1
441,20,27000.0,Female,High School,North,2023-02-18,1
442,23,22000.0,Female,High School,West,2023-05-17,0
443,26,8000.0,Female,PhD,West,2023-03-24,0
444,23,21000.0,Male,Bachelor,North,2023-05-09,0
445,26,11000.0,Male,Bachelor,East,2023-05-18,1
446,56,31000.0,Male,Bachelor,North,2023-03-14,0
447,48,26000.0,Female,Master,West,2023-02-15,1
448,49,14000.0,Male,PhD,East,2023-04-16,1
449,58,17000.0,Female,PhD,South,2023-02-01,0
450,67,13000.0,Male,High School,East,2023-01-06,0
451,29,21000.0,Female,Master,West,2023-05-25,0
452,25,36000.0,Female,Bachelor,East,2023-03-15,0
453,25,13000.0,Male,Master,North,2023-04-24,0
454,67,28000.0,Male,PhD,South,2023-01-27,1
455,45,17000.0,Female,PhD,South,2023-02-23,1
456,37,15000.0,Female,High School,South,2023-03-26,0
457,64,21000.0,Male,High School,West,2023-05-07,1
458,24,13000.0,Male,PhD,West,2023-04-21,0
459,28,17000.0,Female,Bachelor,South,2023-01-15,0
460,37,12000.0,Male,Bachelor,East,2023-05-12,0
461,33,59000.0,Female,Master,South,2023-04-03,1
462,21,22000.0,Female,PhD,East,2023-05-03,1
463,23,16000.0,Male,PhD,East,2023-03-14,1
464,39,25000.0,Male,Bachelor,West,2023-05-27,0
465,43,21000.0,Male,Bachelor,East,2023-04-02,0
466,20,20000.0,Male,PhD,South,2023-01-17,0
467,58,30000.0,Male,High School,West,2023-02-12,0
468,59,32000.0,Female,PhD,North,2023-05-01,1
469,31,17000.0,Female,PhD,North,2023-02-10,1
470,28,17000.0,Male,Bachelor,West,2023-02-08,1
471,35,19000.0,Male,Bachelor,South,2023-04-23,0
472,29,7000.0,Male,High School,North,2023-04-21,0
473,40,10000.0,Female,High School,North,2023-02-16,0
474,29,44000.0,Male,Master,East,2023-03-04,0
475,30,50000.0,Male,PhD,East,2023-04-20,0
476,42,19000.0,Female,Bachelor,South,2023-03-10,1
477,62,29000.0,Female,High School,West,2023-02-12,1
478,68,26000.0,Male,Master,South,2023-02-03,0
479,36,103000.0,Male,Master,West,2023-02-09,0
480,63,39000.0,Male,Bachelor,North,2023-03-02,0
481,53,21000.0,Female,Bachelor,East,2023-03-03,0
482,62,14000.0,Male,Master,South,2023-02-27,1
483,25,10000.0,Male,High School,South,2023-03-16,0
484,46,24000.0,Male,Master,West,2023-01-16,0
485,49,15000.0,Female,PhD,West,2023-03-23,0
486,68,11000.0,Female,PhD,South,2023-04-04,1
487,61,16000.0,Male,Bachelor,West,2023-02-17,0
488,35,13000.0,Male,High School,South,2023-05-18,0
489,23,51000.0,Female,High School,South,2023-03-23,0
490,35,34000.0,Female,PhD,South,2023-02-07,1
491,36,22000.0,Female,Master,North,2023-05-07,1
492,39,46000.0,Female,Bachelor,West,2023-01-19,0
493,54,23000.0,Female,Master,East,2023-03-04,1
494,49,14000.0,Female,Master,East,2023-03-18,1
495,58,47000.0,Female,Master,West,2023-05-11,1
496,20,29000.0,Female,High School,South,2023-04-12,1
497,45,13000.0,Female,PhD,East,2023-03-06,1
498,27,20000.0,Male,High School,East,2023-04-30,0
499,68,14000.0,Male,PhD,West,2023-04-01,1
500,52,11000.0,Male,Bachelor,East,2023-01-08,0
501,46,35000.0,Female,Bachelor,South,2023-03-14,1
502,32,57000.0,Male,Master,West,2023-05-14,0
503,50,11000.0,Female,PhD,South,2023-04-17,1
504,24,29000.0,Female,PhD,East,2023-03-30,1
505,29,16000.0,Male,PhD,East,2023-02-08,0
506,66,17000.0,Female,Master,South,2023-04-23,1
507,47,16000.0,Male,Master,North,2023-01-28,0
508,38,14000.0,Male,Bachelor,East,2023-04-07,1
509,48,23000.0,Male,High School,North,2023-02-06,0
510,41,15000.0,Female,PhD,East,2023-05-17,0
511,37,25000.0,Male,PhD,North,2023-03-23,1
512,54,21000.0,Female,High School,North,2023-02-25,0
513,21,20000.0,Male,PhD,North,2023-03-26,1
514,45,14000.0,Male,Master,South,2023-01-02,0
515,61,17000.0,Male,Master,North,2023-02-27,0
